x0,x1,x2,x3,x4,x5,y
0.2,0.2,10.0,300.0,10.0,0.99692,0.0054278
0.2,0.2,10.0,300.0,10.0,1.0018,0.0058155
0.2,0.2,10.0,300.0,10.0,1.0068,0.0062032
0.2,0.2,10.0,300.0,10.0,1.0127,0.0065909
0.2,0.2,10.0,300.0,10.0,1.0188,0.0069786
0.2,0.2,10.0,300.0,10.0,1.0243,0.0073663
0.2,0.2,10.0,300.0,10.0,0.21926,0.0007754
0.2,0.2,10.0,300.0,10.0,1.0294,0.007754
0.2,0.2,10.0,300.0,10.0,0.32723,0.0011631
0.2,0.2,10.0,300.0,10.0,0.43328,0.0015508
0.2,0.2,10.0,300.0,10.0,0.53692,0.0019385
0.2,0.2,10.0,300.0,10.0,0.63735,0.0023262
0.2,0.2,10.0,300.0,10.0,0.73328,0.0027139
0.2,0.2,10.0,300.0,10.0,0.81779,0.0031016
0.2,0.2,10.0,300.0,10.0,0.88436,0.0034893
0.2,0.2,10.0,500.0,10.0,0.14331,0.00030335
0.2,0.2,10.0,500.0,10.0,0.99194,0.0030335
0.2,0.2,10.0,500.0,10.0,0.99893,0.0033368
0.2,0.2,10.0,500.0,10.0,1.0041,0.0036401
0.2,0.2,10.0,500.0,10.0,1.0111,0.0039435
0.2,0.2,10.0,500.0,10.0,1.0191,0.0042468
0.2,0.2,10.0,500.0,10.0,1.0271,0.0045502
0.2,0.2,10.0,500.0,10.0,1.0345,0.0048535
0.2,0.2,10.0,500.0,10.0,1.0405,0.0051569
0.2,0.2,10.0,500.0,10.0,1.0463,0.0054602
0.2,0.2,10.0,500.0,10.0,1.0525,0.0057636
0.2,0.2,10.0,500.0,10.0,0.28513,0.00060669
0.2,0.2,10.0,500.0,10.0,1.0585,0.0060669
0.2,0.2,10.0,500.0,10.0,0.42404,0.00091004
0.2,0.2,10.0,500.0,10.0,0.55881,0.0012134
0.2,0.2,10.0,500.0,10.0,0.68774,0.0015167
0.2,0.2,10.0,500.0,10.0,0.80348,0.0018201
0.2,0.2,10.0,500.0,10.0,0.88901,0.0021234
0.2,0.2,10.0,500.0,10.0,0.94207,0.0024268
0.2,0.2,10.0,500.0,10.0,0.96701,0.0027301
0.2,0.2,10.0,700.0,10.0,0.1342,0.00020297
0.2,0.2,10.0,700.0,10.0,0.9767,0.0020297
0.2,0.2,10.0,700.0,10.0,0.98583,0.0022326
0.2,0.2,10.0,700.0,10.0,0.99496,0.0024356
0.2,0.2,10.0,700.0,10.0,1.0039,0.0026386
0.2,0.2,10.0,700.0,10.0,1.0103,0.0028415
0.2,0.2,10.0,700.0,10.0,1.0176,0.0030445
0.2,0.2,10.0,700.0,10.0,1.025,0.0032475
0.2,0.2,10.0,700.0,10.0,1.0323,0.0034504
0.2,0.2,10.0,700.0,10.0,1.0394,0.0036534
0.2,0.2,10.0,700.0,10.0,1.0458,0.0038564
0.2,0.2,10.0,700.0,10.0,0.26732,0.00040593
0.2,0.2,10.0,700.0,10.0,1.0513,0.0040593
0.2,0.2,10.0,700.0,10.0,0.3978,0.0006089
0.2,0.2,10.0,700.0,10.0,0.52523,0.00081186
0.2,0.2,10.0,700.0,10.0,0.64756,0.0010148
0.2,0.2,10.0,700.0,10.0,0.76168,0.0012178
0.2,0.2,10.0,700.0,10.0,0.85438,0.0014208
0.2,0.2,10.0,700.0,10.0,0.91655,0.0016237
0.2,0.2,10.0,700.0,10.0,0.96756,0.0018267
0.2,0.2,20.0,100.0,10.0,0.075329,0.00079681
0.2,0.2,20.0,100.0,10.0,0.71632,0.0079681
0.2,0.2,20.0,100.0,10.0,0.77636,0.0087649
0.2,0.2,20.0,100.0,10.0,0.82839,0.0095617
0.2,0.2,20.0,100.0,10.0,0.87179,0.010359
0.2,0.2,20.0,100.0,10.0,0.90775,0.011155
0.2,0.2,20.0,100.0,10.0,0.93472,0.011952
0.2,0.2,20.0,100.0,10.0,0.95463,0.012749
0.2,0.2,20.0,100.0,10.0,0.96367,0.013546
0.2,0.2,20.0,100.0,10.0,0.97271,0.014343
0.2,0.2,20.0,100.0,10.0,0.98174,0.015139
0.2,0.2,20.0,100.0,10.0,0.15054,0.0015936
0.2,0.2,20.0,100.0,10.0,0.99078,0.015936
0.2,0.2,20.0,100.0,10.0,0.22516,0.0023904
0.2,0.2,20.0,100.0,10.0,0.29916,0.0031872
0.2,0.2,20.0,100.0,10.0,0.37212,0.0039841
0.2,0.2,20.0,100.0,10.0,0.44408,0.0047809
0.2,0.2,20.0,100.0,10.0,0.51469,0.0055777
0.2,0.2,20.0,100.0,10.0,0.58383,0.0063745
0.2,0.2,20.0,100.0,10.0,0.65138,0.0071713
0.2,0.2,20.0,1000.0,10.0,0.13162,0.00013927
0.2,0.2,20.0,1000.0,10.0,0.97839,0.0013927
0.2,0.2,20.0,1000.0,10.0,0.98353,0.001532
0.2,0.2,20.0,1000.0,10.0,0.98811,0.0016713
0.2,0.2,20.0,1000.0,10.0,0.9927,0.0018106
0.2,0.2,20.0,1000.0,10.0,0.99654,0.0019498
0.2,0.2,20.0,1000.0,10.0,0.99841,0.0020891
0.2,0.2,20.0,1000.0,10.0,1.0003,0.0022284
0.2,0.2,20.0,1000.0,10.0,1.0024,0.0023677
0.2,0.2,20.0,1000.0,10.0,1.0049,0.0025069
0.2,0.2,20.0,1000.0,10.0,1.008,0.0026462
0.2,0.2,20.0,1000.0,10.0,0.26194,0.00027855
0.2,0.2,20.0,1000.0,10.0,1.0111,0.0027855
0.2,0.2,20.0,1000.0,10.0,0.3898,0.00041782
0.2,0.2,20.0,1000.0,10.0,0.51415,0.0005571
0.2,0.2,20.0,1000.0,10.0,0.63399,0.00069637
0.2,0.2,20.0,1000.0,10.0,0.74696,0.00083564
0.2,0.2,20.0,1000.0,10.0,0.84021,0.00097492
0.2,0.2,20.0,1000.0,10.0,0.90651,0.0011142
0.2,0.2,20.0,1000.0,10.0,0.9491,0.0012535
0.2,0.2,20.0,200.0,10.0,0.087208,0.00046123
0.2,0.2,20.0,200.0,10.0,0.80795,0.0046123
0.2,0.2,20.0,200.0,10.0,0.86192,0.0050736
0.2,0.2,20.0,200.0,10.0,0.90403,0.0055348
0.2,0.2,20.0,200.0,10.0,0.93501,0.005996
0.2,0.2,20.0,200.0,10.0,0.95975,0.0064573
0.2,0.2,20.0,200.0,10.0,0.97259,0.0069185
0.2,0.2,20.0,200.0,10.0,0.97731,0.0073797
0.2,0.2,20.0,200.0,10.0,0.98202,0.007841
0.2,0.2,20.0,200.0,10.0,0.98673,0.0083022
0.2,0.2,20.0,200.0,10.0,0.99145,0.0087634
0.2,0.2,20.0,200.0,10.0,0.17412,0.00092246
0.2,0.2,20.0,200.0,10.0,0.99616,0.0092246
0.2,0.2,20.0,200.0,10.0,0.26027,0.0013837
0.2,0.2,20.0,200.0,10.0,0.34531,0.0018449
0.2,0.2,20.0,200.0,10.0,0.42896,0.0023062
0.2,0.2,20.0,200.0,10.0,0.51105,0.0027674
0.2,0.2,20.0,200.0,10.0,0.59096,0.0032286
0.2,0.2,20.0,200.0,10.0,0.66881,0.0036899
0.2,0.2,20.0,200.0,10.0,0.74249,0.0041511
0.2,0.2,20.0,300.0,10.0,0.11133,0.00039255
0.2,0.2,20.0,300.0,10.0,0.93129,0.0039255
0.2,0.2,20.0,300.0,10.0,0.96091,0.004318
0.2,0.2,20.0,300.0,10.0,0.97653,0.0047106
0.2,0.2,20.0,300.0,10.0,0.98314,0.0051031
0.2,0.2,20.0,300.0,10.0,0.98976,0.0054957
0.2,0.2,20.0,300.0,10.0,0.99444,0.0058882
0.2,0.2,20.0,300.0,10.0,0.9964,0.0062808
0.2,0.2,20.0,300.0,10.0,0.99836,0.0066733
0.2,0.2,20.0,300.0,10.0,1.0003,0.0070659
0.2,0.2,20.0,300.0,10.0,1.0022,0.0074584
0.2,0.2,20.0,300.0,10.0,0.22191,0.0007851
0.2,0.2,20.0,300.0,10.0,1.0044,0.007851
0.2,0.2,20.0,300.0,10.0,0.33095,0.0011776
0.2,0.2,20.0,300.0,10.0,0.43782,0.0015702
0.2,0.2,20.0,300.0,10.0,0.54194,0.0019627
0.2,0.2,20.0,300.0,10.0,0.64262,0.0023553
0.2,0.2,20.0,300.0,10.0,0.7384,0.0027478
0.2,0.2,20.0,300.0,10.0,0.82096,0.0031404
0.2,0.2,20.0,300.0,10.0,0.88412,0.0035329
0.2,0.2,20.0,500.0,10.0,0.11911,0.00025202
0.2,0.2,20.0,500.0,10.0,0.95335,0.0025202
0.2,0.2,20.0,500.0,10.0,0.97079,0.0027722
0.2,0.2,20.0,500.0,10.0,0.98163,0.0030242
0.2,0.2,20.0,500.0,10.0,0.99153,0.0032762
0.2,0.2,20.0,500.0,10.0,0.99376,0.0035282
0.2,0.2,20.0,500.0,10.0,0.99598,0.0037803
0.2,0.2,20.0,500.0,10.0,0.99821,0.0040323
0.2,0.2,20.0,500.0,10.0,1.0003,0.0042843
0.2,0.2,20.0,500.0,10.0,1.0022,0.0045363
0.2,0.2,20.0,500.0,10.0,1.0046,0.0047883
0.2,0.2,20.0,500.0,10.0,0.23728,0.00050403
0.2,0.2,20.0,500.0,10.0,1.0075,0.0050403
0.2,0.2,20.0,500.0,10.0,0.3536,0.00075605
0.2,0.2,20.0,500.0,10.0,0.46727,0.0010081
0.2,0.2,20.0,500.0,10.0,0.57761,0.0012601
0.2,0.2,20.0,500.0,10.0,0.68385,0.0015121
0.2,0.2,20.0,500.0,10.0,0.7808,0.0017641
0.2,0.2,20.0,500.0,10.0,0.85846,0.0020161
0.2,0.2,20.0,500.0,10.0,0.91543,0.0022682
0.2,0.2,20.0,700.0,10.0,0.10451,0.00015795
0.2,0.2,20.0,700.0,10.0,0.90349,0.0015795
0.2,0.2,20.0,700.0,10.0,0.94089,0.0017374
0.2,0.2,20.0,700.0,10.0,0.96781,0.0018954
0.2,0.2,20.0,700.0,10.0,0.97684,0.0020533
0.2,0.2,20.0,700.0,10.0,0.98248,0.0022113
0.2,0.2,20.0,700.0,10.0,0.98813,0.0023692
0.2,0.2,20.0,700.0,10.0,0.99377,0.0025272
0.2,0.2,20.0,700.0,10.0,0.99576,0.0026851
0.2,0.2,20.0,700.0,10.0,0.99741,0.0028431
0.2,0.2,20.0,700.0,10.0,0.99907,0.003001
0.2,0.2,20.0,700.0,10.0,0.20845,0.0003159
0.2,0.2,20.0,700.0,10.0,1.0007,0.003159
0.2,0.2,20.0,700.0,10.0,0.31108,0.00047385
0.2,0.2,20.0,700.0,10.0,0.41191,0.00063179
0.2,0.2,20.0,700.0,10.0,0.51047,0.00078974
0.2,0.2,20.0,700.0,10.0,0.60611,0.00094769
0.2,0.2,20.0,700.0,10.0,0.69818,0.0011056
0.2,0.2,20.0,700.0,10.0,0.78239,0.0012636
0.2,0.2,20.0,700.0,10.0,0.85182,0.0014215
0.2,0.2,3.0,100.0,10.0,0.079374,0.00083965
0.2,0.2,3.0,100.0,10.0,0.7669,0.0083965
0.2,0.2,3.0,100.0,10.0,0.83197,0.0092361
0.2,0.2,3.0,100.0,10.0,0.88869,0.010076
0.2,0.2,3.0,100.0,10.0,0.93552,0.010915
0.2,0.2,3.0,100.0,10.0,0.97013,0.011755
0.2,0.2,3.0,100.0,10.0,0.99141,0.012595
0.2,0.2,3.0,100.0,10.0,1.0118,0.013434
0.2,0.2,3.0,100.0,10.0,1.0296,0.014274
0.2,0.2,3.0,100.0,10.0,1.0484,0.015114
0.2,0.2,3.0,100.0,10.0,1.067,0.015953
0.2,0.2,3.0,100.0,10.0,0.15864,0.0016793
0.2,0.2,3.0,100.0,10.0,1.0855,0.016793
0.2,0.2,3.0,100.0,10.0,0.2376,0.0025189
0.2,0.2,3.0,100.0,10.0,0.31612,0.0033586
0.2,0.2,3.0,100.0,10.0,0.394,0.0041982
0.2,0.2,3.0,100.0,10.0,0.47108,0.0050379
0.2,0.2,3.0,100.0,10.0,0.54721,0.0058775
0.2,0.2,3.0,100.0,10.0,0.62215,0.0067172
0.2,0.2,3.0,100.0,10.0,0.69558,0.0075568
0.2,0.2,3.0,1000.0,10.0,0.2538,0.00026927
0.2,0.2,3.0,1000.0,10.0,1.275,0.0026927
0.2,0.2,3.0,1000.0,10.0,1.3163,0.002962
0.2,0.2,3.0,1000.0,10.0,1.358,0.0032312
0.2,0.2,3.0,1000.0,10.0,1.3985,0.0035005
0.2,0.2,3.0,1000.0,10.0,1.4354,0.0037698
0.2,0.2,3.0,1000.0,10.0,1.4685,0.004039
0.2,0.2,3.0,1000.0,10.0,1.502,0.0043083
0.2,0.2,3.0,1000.0,10.0,1.535,0.0045776
0.2,0.2,3.0,1000.0,10.0,1.5671,0.0048469
0.2,0.2,3.0,1000.0,10.0,1.5955,0.0051161
0.2,0.2,3.0,1000.0,10.0,0.50228,0.00053854
0.2,0.2,3.0,1000.0,10.0,1.6235,0.0053854
0.2,0.2,3.0,1000.0,10.0,0.73821,0.00080781
0.2,0.2,3.0,1000.0,10.0,0.90798,0.0010771
0.2,0.2,3.0,1000.0,10.0,1.0083,0.0013463
0.2,0.2,3.0,1000.0,10.0,1.0599,0.0016156
0.2,0.2,3.0,1000.0,10.0,1.1192,0.0018849
0.2,0.2,3.0,1000.0,10.0,1.1774,0.0021542
0.2,0.2,3.0,1000.0,10.0,1.2313,0.0024234
0.2,0.2,3.0,200.0,10.0,0.10267,0.00054303
0.2,0.2,3.0,200.0,10.0,0.93424,0.0054303
0.2,0.2,3.0,200.0,10.0,0.97498,0.0059734
0.2,0.2,3.0,200.0,10.0,1.0051,0.0065164
0.2,0.2,3.0,200.0,10.0,1.0264,0.0070594
0.2,0.2,3.0,200.0,10.0,1.0513,0.0076025
0.2,0.2,3.0,200.0,10.0,1.0751,0.0081455
0.2,0.2,3.0,200.0,10.0,1.099,0.0086885
0.2,0.2,3.0,200.0,10.0,1.1218,0.0092316
0.2,0.2,3.0,200.0,10.0,1.1439,0.0097746
0.2,0.2,3.0,200.0,10.0,1.1653,0.010318
0.2,0.2,3.0,200.0,10.0,0.20505,0.0010861
0.2,0.2,3.0,200.0,10.0,1.1859,0.010861
0.2,0.2,3.0,200.0,10.0,0.30674,0.0016291
0.2,0.2,3.0,200.0,10.0,0.40746,0.0021721
0.2,0.2,3.0,200.0,10.0,0.50689,0.0027152
0.2,0.2,3.0,200.0,10.0,0.6046,0.0032582
0.2,0.2,3.0,200.0,10.0,0.69982,0.0038012
0.2,0.2,3.0,200.0,10.0,0.79059,0.0043443
0.2,0.2,3.0,200.0,10.0,0.86923,0.0048873
0.2,0.2,3.0,300.0,10.0,0.13082,0.0004614
0.2,0.2,3.0,300.0,10.0,1.0196,0.004614
0.2,0.2,3.0,300.0,10.0,1.0509,0.0050753
0.2,0.2,3.0,300.0,10.0,1.0826,0.0055367
0.2,0.2,3.0,300.0,10.0,1.1114,0.0059981
0.2,0.2,3.0,300.0,10.0,1.1406,0.0064595
0.2,0.2,3.0,300.0,10.0,1.1681,0.0069209
0.2,0.2,3.0,300.0,10.0,1.1938,0.0073823
0.2,0.2,3.0,300.0,10.0,1.2195,0.0078437
0.2,0.2,3.0,300.0,10.0,1.2434,0.0083051
0.2,0.2,3.0,300.0,10.0,1.2669,0.0087665
0.2,0.2,3.0,300.0,10.0,0.26096,0.00092279
0.2,0.2,3.0,300.0,10.0,1.29,0.0092279
0.2,0.2,3.0,300.0,10.0,0.38973,0.0013842
0.2,0.2,3.0,300.0,10.0,0.51649,0.0018456
0.2,0.2,3.0,300.0,10.0,0.64043,0.002307
0.2,0.2,3.0,300.0,10.0,0.75916,0.0027684
0.2,0.2,3.0,300.0,10.0,0.86415,0.0032298
0.2,0.2,3.0,300.0,10.0,0.94153,0.0036912
0.2,0.2,3.0,300.0,10.0,0.98968,0.0041526
0.2,0.2,3.0,500.0,10.0,0.17764,0.00037621
0.2,0.2,3.0,500.0,10.0,1.1294,0.0037621
0.2,0.2,3.0,500.0,10.0,1.165,0.0041383
0.2,0.2,3.0,500.0,10.0,1.2009,0.0045145
0.2,0.2,3.0,500.0,10.0,1.2359,0.0048907
0.2,0.2,3.0,500.0,10.0,1.2674,0.0052669
0.2,0.2,3.0,500.0,10.0,1.2976,0.0056431
0.2,0.2,3.0,500.0,10.0,1.3278,0.0060193
0.2,0.2,3.0,500.0,10.0,1.3559,0.0063955
0.2,0.2,3.0,500.0,10.0,1.3824,0.0067717
0.2,0.2,3.0,500.0,10.0,1.4089,0.0071479
0.2,0.2,3.0,500.0,10.0,0.35359,0.00075241
0.2,0.2,3.0,500.0,10.0,1.4347,0.0075241
0.2,0.2,3.0,500.0,10.0,0.52612,0.0011286
0.2,0.2,3.0,500.0,10.0,0.69288,0.0015048
0.2,0.2,3.0,500.0,10.0,0.84279,0.001881
0.2,0.2,3.0,500.0,10.0,0.95431,0.0022572
0.2,0.2,3.0,500.0,10.0,1.0025,0.0026334
0.2,0.2,3.0,500.0,10.0,1.0438,0.0030096
0.2,0.2,3.0,500.0,10.0,1.0875,0.0033859
0.2,0.2,3.0,700.0,10.0,0.21402,0.00032402
0.2,0.2,3.0,700.0,10.0,1.2028,0.0032402
0.2,0.2,3.0,700.0,10.0,1.2416,0.0035642
0.2,0.2,3.0,700.0,10.0,1.2811,0.0038882
0.2,0.2,3.0,700.0,10.0,1.3186,0.0042123
0.2,0.2,3.0,700.0,10.0,1.3518,0.0045363
0.2,0.2,3.0,700.0,10.0,1.384,0.0048603
0.2,0.2,3.0,700.0,10.0,1.4163,0.0051843
0.2,0.2,3.0,700.0,10.0,1.447,0.0055084
0.2,0.2,3.0,700.0,10.0,1.475,0.0058324
0.2,0.2,3.0,700.0,10.0,1.503,0.0061564
0.2,0.2,3.0,700.0,10.0,0.4249,0.00064804
0.2,0.2,3.0,700.0,10.0,1.5308,0.0064804
0.2,0.2,3.0,700.0,10.0,0.62964,0.00097206
0.2,0.2,3.0,700.0,10.0,0.81805,0.0012961
0.2,0.2,3.0,700.0,10.0,0.956,0.0016201
0.2,0.2,3.0,700.0,10.0,1.0088,0.0019441
0.2,0.2,3.0,700.0,10.0,1.0593,0.0022681
0.2,0.2,3.0,700.0,10.0,1.1109,0.0025922
0.2,0.2,3.0,700.0,10.0,1.1607,0.0029162
0.2,0.2,4.0,100.0,10.0,0.077719,0.00082211
0.2,0.2,4.0,100.0,10.0,0.74777,0.0082211
0.2,0.2,4.0,100.0,10.0,0.8113,0.0090433
0.2,0.2,4.0,100.0,10.0,0.86665,0.0098654
0.2,0.2,4.0,100.0,10.0,0.91314,0.010687
0.2,0.2,4.0,100.0,10.0,0.95023,0.01151
0.2,0.2,4.0,100.0,10.0,0.97199,0.012332
0.2,0.2,4.0,100.0,10.0,0.99376,0.013154
0.2,0.2,4.0,100.0,10.0,1.006,0.013976
0.2,0.2,4.0,100.0,10.0,1.0163,0.014798
0.2,0.2,4.0,100.0,10.0,1.0287,0.01562
0.2,0.2,4.0,100.0,10.0,0.15533,0.0016442
0.2,0.2,4.0,100.0,10.0,1.0416,0.016442
0.2,0.2,4.0,100.0,10.0,0.23259,0.0024663
0.2,0.2,4.0,100.0,10.0,0.3093,0.0032885
0.2,0.2,4.0,100.0,10.0,0.38533,0.0041106
0.2,0.2,4.0,100.0,10.0,0.46052,0.0049327
0.2,0.2,4.0,100.0,10.0,0.53466,0.0057548
0.2,0.2,4.0,100.0,10.0,0.60746,0.0065769
0.2,0.2,4.0,100.0,10.0,0.67868,0.007399
0.2,0.2,4.0,1000.0,10.0,0.24421,0.0002591
0.2,0.2,4.0,1000.0,10.0,1.1712,0.002591
0.2,0.2,4.0,1000.0,10.0,1.1981,0.00285
0.2,0.2,4.0,1000.0,10.0,1.2246,0.0031091
0.2,0.2,4.0,1000.0,10.0,1.2512,0.0033682
0.2,0.2,4.0,1000.0,10.0,1.2771,0.0036273
0.2,0.2,4.0,1000.0,10.0,1.3016,0.0038864
0.2,0.2,4.0,1000.0,10.0,1.3226,0.0041455
0.2,0.2,4.0,1000.0,10.0,1.3429,0.0044046
0.2,0.2,4.0,1000.0,10.0,1.3635,0.0046637
0.2,0.2,4.0,1000.0,10.0,1.3837,0.0049228
0.2,0.2,4.0,1000.0,10.0,0.48282,0.00051819
0.2,0.2,4.0,1000.0,10.0,1.4031,0.0051819
0.2,0.2,4.0,1000.0,10.0,0.7095,0.00077729
0.2,0.2,4.0,1000.0,10.0,0.89351,0.0010364
0.2,0.2,4.0,1000.0,10.0,0.96637,0.0012955
0.2,0.2,4.0,1000.0,10.0,1.0195,0.0015546
0.2,0.2,4.0,1000.0,10.0,1.0578,0.0018137
0.2,0.2,4.0,1000.0,10.0,1.0974,0.0020728
0.2,0.2,4.0,1000.0,10.0,1.1358,0.0023319
0.2,0.2,4.0,200.0,10.0,0.10385,0.00054923
0.2,0.2,4.0,200.0,10.0,0.92885,0.0054923
0.2,0.2,4.0,200.0,10.0,0.96722,0.0060416
0.2,0.2,4.0,200.0,10.0,0.99306,0.0065908
0.2,0.2,4.0,200.0,10.0,1.0093,0.00714
0.2,0.2,4.0,200.0,10.0,1.0253,0.0076892
0.2,0.2,4.0,200.0,10.0,1.0427,0.0082385
0.2,0.2,4.0,200.0,10.0,1.0594,0.0087877
0.2,0.2,4.0,200.0,10.0,1.0761,0.0093369
0.2,0.2,4.0,200.0,10.0,1.0917,0.0098862
0.2,0.2,4.0,200.0,10.0,1.1071,0.010435
0.2,0.2,4.0,200.0,10.0,0.20733,0.0010985
0.2,0.2,4.0,200.0,10.0,1.122,0.010985
0.2,0.2,4.0,200.0,10.0,0.30996,0.0016477
0.2,0.2,4.0,200.0,10.0,0.41137,0.0021969
0.2,0.2,4.0,200.0,10.0,0.51118,0.0027462
0.2,0.2,4.0,200.0,10.0,0.60893,0.0032954
0.2,0.2,4.0,200.0,10.0,0.70385,0.0038446
0.2,0.2,4.0,200.0,10.0,0.7934,0.0043939
0.2,0.2,4.0,200.0,10.0,0.86856,0.0049431
0.2,0.2,4.0,300.0,10.0,0.13128,0.00046299
0.2,0.2,4.0,300.0,10.0,1.0034,0.0046299
0.2,0.2,4.0,300.0,10.0,1.0229,0.0050929
0.2,0.2,4.0,300.0,10.0,1.0455,0.0055559
0.2,0.2,4.0,300.0,10.0,1.0669,0.0060189
0.2,0.2,4.0,300.0,10.0,1.0867,0.0064819
0.2,0.2,4.0,300.0,10.0,1.1067,0.0069449
0.2,0.2,4.0,300.0,10.0,1.1252,0.0074079
0.2,0.2,4.0,300.0,10.0,1.1428,0.0078709
0.2,0.2,4.0,300.0,10.0,1.1603,0.0083339
0.2,0.2,4.0,300.0,10.0,1.1765,0.0087968
0.2,0.2,4.0,300.0,10.0,0.26173,0.00092598
0.2,0.2,4.0,300.0,10.0,1.1921,0.0092598
0.2,0.2,4.0,300.0,10.0,0.39051,0.001389
0.2,0.2,4.0,300.0,10.0,0.51685,0.001852
0.2,0.2,4.0,300.0,10.0,0.63986,0.002315
0.2,0.2,4.0,300.0,10.0,0.75706,0.002778
0.2,0.2,4.0,300.0,10.0,0.85782,0.0032409
0.2,0.2,4.0,300.0,10.0,0.93527,0.0037039
0.2,0.2,4.0,300.0,10.0,0.97285,0.0041669
0.2,0.2,4.0,500.0,10.0,0.16666,0.00035286
0.2,0.2,4.0,500.0,10.0,1.0587,0.0035286
0.2,0.2,4.0,500.0,10.0,1.0866,0.0038815
0.2,0.2,4.0,500.0,10.0,1.1106,0.0042343
0.2,0.2,4.0,500.0,10.0,1.1332,0.0045872
0.2,0.2,4.0,500.0,10.0,1.156,0.0049401
0.2,0.2,4.0,500.0,10.0,1.1777,0.0052929
0.2,0.2,4.0,500.0,10.0,1.1968,0.0056458
0.2,0.2,4.0,500.0,10.0,1.2158,0.0059987
0.2,0.2,4.0,500.0,10.0,1.2346,0.0063515
