x0,x1,x2,x3,x4,x5,y
0.2,0.8,6.0,1000.0,5.0,1.0358,0.0011059
0.2,0.8,6.0,1000.0,5.0,1.0643,0.0012902
0.2,0.8,6.0,1000.0,5.0,1.0926,0.0014745
0.2,0.8,6.0,1000.0,5.0,1.1169,0.0016588
0.2,0.4,20.0,1000.0,5.0,0.99027,0.0012842
0.2,0.4,20.0,1000.0,5.0,0.99381,0.0013912
0.2,1.0,6.0,1000.0,5.0,0.5472,0.00034255
0.2,0.4,20.0,1000.0,5.0,0.9968,0.0014982
0.4,0.8,20.0,1000.0,5.0,1.0016,0.0045517
0.2,1.0,6.0,1000.0,5.0,0.80108,0.00051382
0.4,0.8,20.0,1000.0,5.0,1.0041,0.0048194
0.2,1.0,6.0,1000.0,5.0,0.95471,0.00068509
0.4,0.8,20.0,1000.0,5.0,1.0066,0.0050872
0.2,1.0,6.0,1000.0,5.0,1.0156,0.00085636
0.4,0.8,20.0,1000.0,5.0,0.35538,0.00053549
0.2,1.0,6.0,1000.0,5.0,1.0444,0.0010276
0.4,0.8,20.0,1000.0,5.0,1.0089,0.0053549
0.2,0.4,20.0,1000.0,5.0,0.99905,0.0016052
0.2,1.0,6.0,1000.0,5.0,1.0737,0.0011989
0.4,0.8,20.0,1000.0,5.0,0.5273,0.00080324
0.6,1.0,20.0,1000.0,6.0,0.20768,0.00044196
0.4,0.8,20.0,1000.0,5.0,0.68946,0.001071
0.6,1.0,20.0,1000.0,6.0,0.96304,0.0048616
0.6,1.0,20.0,1000.0,6.0,0.96741,0.0053036
0.6,1.0,20.0,1000.0,6.0,0.97125,0.0057455
0.6,1.0,20.0,1000.0,6.0,0.97474,0.0061875
0.4,0.8,20.0,1000.0,5.0,0.82919,0.0013387
0.6,1.0,20.0,1000.0,6.0,0.98076,0.0070714
0.6,1.0,20.0,1000.0,6.0,0.98337,0.0075134
0.6,1.0,20.0,1000.0,6.0,0.98583,0.0079553
0.6,1.0,20.0,1000.0,6.0,0.98815,0.0083973
0.4,0.8,20.0,1000.0,5.0,0.9198,0.0016065
0.6,1.0,20.0,1000.0,6.0,0.99036,0.0088393
0.6,1.0,20.0,1000.0,6.0,0.97792,0.0066294
0.2,0.6,6.0,1000.0,5.0,0.25152,0.00020013
0.6,1.0,20.0,1000.0,6.0,0.86908,0.0022098
0.4,0.6,3.0,1000.0,6.667,0.25937,0.00045466
0.4,0.6,3.0,1000.0,6.667,1.265,0.0045466
0.4,0.6,3.0,1000.0,6.667,1.3053,0.0050013
0.2,0.6,6.0,1000.0,5.0,1.1247,0.0020013
0.4,0.6,3.0,1000.0,6.667,1.3854,0.0059106
0.4,0.6,3.0,1000.0,6.667,1.4214,0.0063652
0.4,0.6,3.0,1000.0,6.667,1.4524,0.0068199
0.4,0.6,3.0,1000.0,6.667,1.4841,0.0072746
0.2,0.6,6.0,1000.0,5.0,1.1423,0.0022014
0.4,0.6,3.0,1000.0,6.667,1.5463,0.0081839
0.4,0.6,3.0,1000.0,6.667,1.5744,0.0086385
0.4,0.6,3.0,1000.0,6.667,1.5157,0.0077292
0.4,0.6,3.0,1000.0,6.667,1.6005,0.0090932
0.4,0.6,3.0,1000.0,6.667,0.75255,0.001364
0.4,0.6,3.0,1000.0,6.667,0.92663,0.0018186
0.4,0.6,3.0,1000.0,6.667,1.0002,0.0022733
0.4,0.6,3.0,1000.0,6.667,1.0545,0.002728
0.4,0.6,3.0,1000.0,6.667,1.1139,0.0031826
0.4,0.6,3.0,1000.0,6.667,1.1719,0.0036373
0.4,0.6,3.0,1000.0,6.667,1.224,0.0040919
0.4,0.6,3.0,1000.0,6.667,0.51402,0.00090932
0.2,1.0,10.0,1000.0,5.0,1.0713,0.0015931
0.2,1.0,10.0,1000.0,5.0,1.0654,0.0015134
0.2,1.0,10.0,1000.0,5.0,1.059,0.0014338
0.2,1.0,10.0,1000.0,5.0,1.0516,0.0013541
0.2,1.0,10.0,1000.0,5.0,0.85526,0.00055757
0.2,1.0,10.0,1000.0,5.0,0.93943,0.00063722
0.2,1.0,10.0,1000.0,5.0,0.96268,0.00071688
0.2,1.0,10.0,1000.0,5.0,0.74877,0.00047792
0.2,1.0,10.0,1000.0,5.0,0.63163,0.00039826
0.2,1.0,10.0,1000.0,5.0,0.38444,0.00023896
0.2,1.0,10.0,1000.0,5.0,0.50963,0.00031861
0.2,1.0,20.0,1000.0,5.0,0.12994,8.0381e-05
0.2,1.0,20.0,1000.0,5.0,0.99721,0.00080381
0.6,1.0,3.0,1000.0,6.0,0.28,0.00059632
0.6,1.0,3.0,1000.0,6.0,1.2631,0.0059632
0.6,1.0,3.0,1000.0,6.0,1.3028,0.0065596
0.6,1.0,3.0,1000.0,6.0,1.3432,0.0071559
0.6,1.0,3.0,1000.0,6.0,1.3815,0.0077522
0.6,1.0,3.0,1000.0,6.0,1.4163,0.0083485
0.6,1.0,3.0,1000.0,6.0,1.4476,0.0089449
0.6,1.0,3.0,1000.0,6.0,1.4787,0.0095412
0.6,1.0,3.0,1000.0,6.0,1.5099,0.010138
0.6,1.0,3.0,1000.0,6.0,1.5398,0.010734
0.6,1.0,3.0,1000.0,6.0,1.5674,0.01133
0.6,1.0,3.0,1000.0,6.0,0.55222,0.0011926
0.6,1.0,3.0,1000.0,6.0,1.5936,0.011926
0.6,1.0,3.0,1000.0,6.0,0.79083,0.001789
0.6,1.0,3.0,1000.0,6.0,0.94323,0.0023853
0.6,1.0,3.0,1000.0,6.0,1.0009,0.0029816
0.6,1.0,3.0,1000.0,6.0,1.0561,0.0035779
0.6,1.0,3.0,1000.0,6.0,1.116,0.0041743
0.6,1.0,3.0,1000.0,6.0,1.1728,0.0047706
0.6,1.0,3.0,1000.0,6.0,1.2223,0.0053669
0.4,0.6,4.0,1000.0,6.667,1.2635,0.006173
0.4,0.6,4.0,1000.0,6.667,1.2887,0.0066479
0.4,0.6,4.0,1000.0,6.667,1.3104,0.0071227
0.4,0.6,4.0,1000.0,6.667,1.3308,0.0075976
0.4,0.6,4.0,1000.0,6.667,1.3519,0.0080724
0.4,0.6,4.0,1000.0,6.667,1.3724,0.0085473
0.4,0.6,4.0,1000.0,6.667,1.3917,0.0090221
0.4,0.6,4.0,1000.0,6.667,1.2363,0.0056982
0.4,0.6,4.0,1000.0,6.667,1.4093,0.009497
0.4,0.6,4.0,1000.0,6.667,0.77868,0.0014245
0.4,0.6,4.0,1000.0,6.667,0.93799,0.0018994
0.4,0.6,4.0,1000.0,6.667,0.98598,0.0023742
0.4,0.6,4.0,1000.0,6.667,1.0289,0.0028491
0.4,0.6,4.0,1000.0,6.667,1.0712,0.0033239
0.4,0.6,4.0,1000.0,6.667,1.1133,0.0037988
0.4,0.6,4.0,1000.0,6.667,1.1513,0.0042736
0.4,0.6,4.0,1000.0,6.667,0.53546,0.0009497
0.2,1.0,20.0,1000.0,5.0,1.0315,0.0016076
0.2,1.0,20.0,1000.0,5.0,1.0282,0.0015272
0.2,1.0,20.0,1000.0,5.0,1.0248,0.0014469
0.2,1.0,20.0,1000.0,5.0,1.0212,0.0013665
0.2,1.0,20.0,1000.0,5.0,1.0029,0.00096457
0.2,1.0,20.0,1000.0,5.0,0.99986,0.00088419
0.2,1.0,20.0,1000.0,5.0,0.98419,0.00072343
0.2,1.0,20.0,1000.0,5.0,1.0066,0.0010449
0.2,1.0,20.0,1000.0,5.0,0.95016,0.00064305
0.2,1.0,20.0,1000.0,5.0,0.86366,0.00056266
0.2,1.0,20.0,1000.0,5.0,0.75398,0.00048228
0.4,0.6,4.0,1000.0,6.667,0.27078,0.00047485
0.2,1.0,20.0,1000.0,5.0,1.0103,0.0011253
0.4,1.0,20.0,1000.0,5.0,0.8063,0.001122
0.4,0.6,4.0,1000.0,6.667,1.1819,0.0047485
0.2,1.0,20.0,1000.0,5.0,1.0139,0.0012057
0.4,0.6,4.0,1000.0,6.667,1.2082,0.0052233
0.2,1.0,20.0,1000.0,5.0,1.0176,0.0012861
0.4,1.0,20.0,1000.0,5.0,0.89594,0.0013089
0.2,1.0,20.0,1000.0,5.0,0.2595,0.00016076
0.2,1.0,20.0,1000.0,5.0,0.38776,0.00024114
0.2,1.0,20.0,1000.0,5.0,0.51381,0.00032152
0.2,1.0,20.0,1000.0,5.0,0.63641,0.0004019
0.4,0.8,20.0,1000.0,5.0,0.9566,0.0018742
0.6,1.0,4.0,1000.0,6.0,0.30536,0.00065159
0.6,1.0,4.0,1000.0,6.0,1.1833,0.0065159
0.6,1.0,4.0,1000.0,6.0,1.2103,0.0071675
0.6,1.0,4.0,1000.0,6.0,1.2382,0.0078191
0.6,1.0,4.0,1000.0,6.0,1.2648,0.0084707
0.6,1.0,4.0,1000.0,6.0,1.2888,0.0091223
0.6,1.0,4.0,1000.0,6.0,1.3105,0.0097739
0.6,1.0,4.0,1000.0,6.0,1.3312,0.010426
0.6,1.0,4.0,1000.0,6.0,1.352,0.011077
0.6,1.0,4.0,1000.0,6.0,1.3721,0.011729
0.6,1.0,4.0,1000.0,6.0,1.3908,0.01238
0.6,1.0,4.0,1000.0,6.0,0.59696,0.0013032
0.6,1.0,4.0,1000.0,6.0,1.4085,0.013032
0.6,1.0,4.0,1000.0,6.0,0.83205,0.0019548
0.6,1.0,4.0,1000.0,6.0,0.95087,0.0026064
0.6,1.0,4.0,1000.0,6.0,0.99491,0.003258
0.6,1.0,4.0,1000.0,6.0,1.0336,0.0039096
0.6,1.0,4.0,1000.0,6.0,1.0771,0.0045612
0.6,1.0,4.0,1000.0,6.0,1.1184,0.0052128
0.6,1.0,4.0,1000.0,6.0,1.1538,0.0058644
0.4,0.6,6.0,1000.0,6.667,1.1479,0.0064397
0.4,0.6,6.0,1000.0,6.667,1.1636,0.006935
0.4,0.6,6.0,1000.0,6.667,1.1779,0.0074304
0.4,0.6,6.0,1000.0,6.667,1.1906,0.0079258
0.2,1.0,3.0,1000.0,5.0,0.33293,0.00020647
0.2,1.0,3.0,1000.0,5.0,1.436,0.0020647
0.2,1.0,3.0,1000.0,5.0,1.4798,0.0022712
0.2,1.0,3.0,1000.0,5.0,1.5239,0.0024776
0.2,1.0,3.0,1000.0,5.0,1.5669,0.0026841
0.2,1.0,3.0,1000.0,5.0,1.6055,0.0028906
0.2,1.0,3.0,1000.0,5.0,1.6427,0.003097
0.2,1.0,3.0,1000.0,5.0,1.6795,0.0033035
0.2,1.0,3.0,1000.0,5.0,1.7141,0.00351
0.2,1.0,3.0,1000.0,5.0,1.7465,0.0037164
0.2,1.0,3.0,1000.0,5.0,1.7789,0.0039229
0.2,1.0,3.0,1000.0,5.0,0.65759,0.00041294
0.2,1.0,3.0,1000.0,5.0,1.8106,0.0041294
0.2,1.0,3.0,1000.0,5.0,0.93462,0.00061941
0.2,1.0,3.0,1000.0,5.0,1.0456,0.00082587
0.2,1.0,3.0,1000.0,5.0,1.1249,0.0010323
0.2,1.0,3.0,1000.0,5.0,1.2046,0.0012388
0.2,1.0,3.0,1000.0,5.0,1.2718,0.0014453
0.2,1.0,3.0,1000.0,5.0,1.3271,0.0016517
0.2,1.0,3.0,1000.0,5.0,1.3828,0.0018582
0.2,0.4,10.0,1000.0,5.0,1.0703,0.0025927
0.2,0.4,10.0,1000.0,5.0,1.0651,0.0024631
0.2,0.4,10.0,1000.0,5.0,1.059,0.0023334
0.2,0.4,10.0,1000.0,5.0,1.0517,0.0022038
0.2,0.4,10.0,1000.0,5.0,1.0438,0.0020742
0.2,0.4,10.0,1000.0,5.0,0.91021,0.00090744
0.2,0.4,10.0,1000.0,5.0,0.95551,0.0010371
0.2,0.4,10.0,1000.0,5.0,0.9709,0.0011667
0.2,0.4,10.0,1000.0,5.0,0.81657,0.00077781
0.2,0.4,10.0,1000.0,5.0,0.69112,0.00064817
0.2,0.4,10.0,1000.0,5.0,0.55865,0.00051854
0.6,1.0,6.0,1000.0,6.0,0.30392,0.00064878
0.6,1.0,6.0,1000.0,6.0,1.0807,0.0064878
0.6,1.0,6.0,1000.0,6.0,1.0982,0.0071366
0.6,1.0,6.0,1000.0,6.0,1.1138,0.0077854
0.6,1.0,6.0,1000.0,6.0,1.1282,0.0084342
0.6,1.0,6.0,1000.0,6.0,1.1422,0.0090829
0.6,1.0,6.0,1000.0,6.0,1.156,0.0097317
0.6,1.0,6.0,1000.0,6.0,1.1688,0.010381
0.6,1.0,6.0,1000.0,6.0,1.1809,0.011029
0.6,1.0,6.0,1000.0,6.0,1.1922,0.011678
0.6,1.0,6.0,1000.0,6.0,1.2029,0.012327
0.6,1.0,6.0,1000.0,6.0,0.59271,0.0012976
0.6,1.0,6.0,1000.0,6.0,1.2131,0.012976
0.6,1.0,6.0,1000.0,6.0,0.82083,0.0019463
0.6,1.0,6.0,1000.0,6.0,0.92568,0.0025951
0.6,1.0,6.0,1000.0,6.0,0.97332,0.0032439
0.6,1.0,6.0,1000.0,6.0,0.99494,0.0038927
0.6,1.0,6.0,1000.0,6.0,1.0151,0.0045415
0.6,1.0,6.0,1000.0,6.0,1.0373,0.0051903
0.6,1.0,6.0,1000.0,6.0,1.0603,0.005839
0.4,0.8,10.0,1000.0,5.0,1.0038,0.0030828
0.4,0.8,10.0,1000.0,5.0,1.0097,0.0033199
0.4,0.8,10.0,1000.0,5.0,1.0168,0.0035571
0.4,0.8,10.0,1000.0,5.0,1.0245,0.0037942
0.2,1.0,4.0,1000.0,5.0,0.29955,0.00018566
0.2,1.0,4.0,1000.0,5.0,1.2642,0.0018566
0.2,1.0,4.0,1000.0,5.0,1.2974,0.0020423
0.2,1.0,4.0,1000.0,5.0,1.3257,0.002228
0.2,1.0,4.0,1000.0,5.0,1.352,0.0024136
0.2,1.0,4.0,1000.0,5.0,1.3781,0.0025993
0.2,1.0,4.0,1000.0,5.0,1.4033,0.0027849
0.2,1.0,4.0,1000.0,5.0,1.4256,0.0029706
0.2,1.0,4.0,1000.0,5.0,1.4472,0.0031563
0.2,1.0,4.0,1000.0,5.0,1.4686,0.0033419
0.2,1.0,4.0,1000.0,5.0,1.4891,0.0035276
0.2,1.0,4.0,1000.0,5.0,0.59257,0.00037133
0.2,1.0,4.0,1000.0,5.0,1.508,0.0037133
0.2,1.0,4.0,1000.0,5.0,0.86622,0.00055699
0.2,1.0,4.0,1000.0,5.0,1.0012,0.00074265
0.2,1.0,4.0,1000.0,5.0,1.0535,0.00092831
0.2,1.0,4.0,1000.0,5.0,1.1044,0.001114
0.2,1.0,4.0,1000.0,5.0,1.1546,0.0012996
0.2,1.0,4.0,1000.0,5.0,1.1957,0.0014853
0.2,1.0,4.0,1000.0,5.0,1.2301,0.001671
0.4,0.8,10.0,1000.0,5.0,0.97619,0.0021342
0.2,0.6,20.0,1000.0,5.0,0.97662,0.00089397
0.2,0.4,20.0,1000.0,5.0,1.0134,0.0021403
0.2,0.4,20.0,1000.0,5.0,1.0102,0.0020333
0.2,0.8,10.0,1000.0,5.0,0.95478,0.0008094
0.2,0.4,20.0,1000.0,5.0,1.0069,0.0019263
0.2,0.4,20.0,1000.0,5.0,0.23405,0.00021403
0.2,0.4,20.0,1000.0,5.0,0.9424,0.00096314
0.2,0.4,20.0,1000.0,5.0,0.87753,0.00085612
0.2,0.4,20.0,1000.0,5.0,0.78773,0.00074911
0.2,0.4,20.0,1000.0,5.0,0.34959,0.00032105
0.2,0.4,20.0,1000.0,5.0,0.6836,0.00064209
0.2,0.4,20.0,1000.0,5.0,0.57507,0.00053508
0.4,0.6,20.0,1000.0,6.667,0.53679,0.00095837
0.2,0.8,10.0,1000.0,5.0,0.97995,0.00089034
0.2,0.8,10.0,1000.0,5.0,1.0031,0.00097128
0.8,0.2,10.0,100.0,40.0,0.078424,0.0092634
0.8,0.2,10.0,100.0,40.0,0.63978,0.092634
0.8,0.2,10.0,100.0,40.0,0.68212,0.1019
0.8,0.2,10.0,100.0,40.0,0.72093,0.11116
0.8,0.2,10.0,100.0,40.0,0.75628,0.12042
0.8,0.2,10.0,100.0,40.0,0.78852,0.12969
0.8,0.2,10.0,100.0,40.0,0.81613,0.13895
0.8,0.2,10.0,100.0,40.0,0.8402,0.14821
0.8,0.2,10.0,100.0,40.0,0.86149,0.15748
0.8,0.2,10.0,100.0,40.0,0.87827,0.16674
0.8,0.2,10.0,100.0,40.0,0.89216,0.176
0.8,0.2,10.0,100.0,40.0,0.15564,0.018527
0.8,0.2,10.0,100.0,40.0,0.90606,0.18527
0.8,0.2,10.0,100.0,40.0,0.23052,0.02779
0.8,0.2,10.0,100.0,40.0,0.30163,0.037053
0.8,0.2,10.0,100.0,40.0,0.36864,0.046317
0.8,0.2,10.0,100.0,40.0,0.431,0.05558
0.8,0.2,10.0,100.0,40.0,0.48926,0.064844
0.8,0.2,10.0,100.0,40.0,0.54348,0.074107
0.8,0.2,10.0,100.0,40.0,0.59358,0.08337
0.4,0.8,10.0,1000.0,5.0,0.86909,0.0014228
0.4,0.8,20.0,1000.0,5.0,0.17867,0.00026775
0.4,0.8,20.0,1000.0,5.0,0.97865,0.0026775
0.4,0.8,20.0,1000.0,5.0,0.98288,0.0029452
0.4,0.8,20.0,1000.0,5.0,0.9868,0.003213
0.4,0.8,20.0,1000.0,5.0,0.9903,0.0034807
0.4,0.8,20.0,1000.0,5.0,0.99342,0.0037485
0.4,0.8,20.0,1000.0,5.0,0.99636,0.0040162
0.4,0.8,20.0,1000.0,5.0,0.9991,0.004284
0.2,1.0,6.0,1000.0,5.0,0.27642,0.00017127
0.2,1.0,6.0,1000.0,5.0,1.1442,0.0017127
0.2,1.0,6.0,1000.0,5.0,1.163,0.001884
0.2,1.0,6.0,1000.0,5.0,1.1815,0.0020553
0.2,1.0,6.0,1000.0,5.0,1.1983,0.0022265
0.2,1.0,6.0,1000.0,5.0,1.2126,0.0023978
0.2,1.0,6.0,1000.0,5.0,1.2267,0.0025691
0.2,1.0,6.0,1000.0,5.0,1.2407,0.0027404
0.2,1.0,6.0,1000.0,5.0,1.254,0.0029116
0.2,1.0,6.0,1000.0,5.0,1.2658,0.0030829
0.2,1.0,6.0,1000.0,5.0,1.2771,0.0032542
0.2,0.4,3.0,1000.0,5.0,0.26613,0.00024338
0.2,1.0,6.0,1000.0,5.0,1.2884,0.0034255
0.2,0.4,3.0,1000.0,5.0,1.3173,0.0024338
0.2,0.4,3.0,1000.0,5.0,1.3624,0.0026771
0.2,0.4,3.0,1000.0,5.0,1.4061,0.0029205
0.2,0.4,3.0,1000.0,5.0,1.4449,0.0031639
0.2,0.4,3.0,1000.0,5.0,1.4804,0.0034073
0.2,1.0,6.0,1000.0,5.0,1.1025,0.0013702
0.2,1.0,6.0,1000.0,5.0,1.1257,0.0015415
0.2,0.4,3.0,1000.0,5.0,1.5163,0.0036506
0.2,0.4,3.0,1000.0,5.0,1.5517,0.003894
0.2,0.4,3.0,1000.0,5.0,1.5842,0.0041374
0.2,0.4,3.0,1000.0,5.0,1.6144,0.0043808
0.2,0.4,3.0,1000.0,5.0,1.6448,0.0046241
0.2,0.4,3.0,1000.0,5.0,0.52817,0.00048675
0.2,0.4,3.0,1000.0,5.0,1.6748,0.0048675
0.2,0.4,3.0,1000.0,5.0,0.78113,0.00073013
0.2,0.4,3.0,1000.0,5.0,0.96069,0.0009735
0.2,0.4,3.0,1000.0,5.0,1.0332,0.0012169
0.2,0.4,3.0,1000.0,5.0,1.0974,0.0014603
0.2,0.4,3.0,1000.0,5.0,1.162,0.0017036
0.2,0.4,3.0,1000.0,5.0,1.2234,0.001947
0.2,0.4,3.0,1000.0,5.0,1.2717,0.0021904
0.4,0.8,10.0,1000.0,5.0,0.95919,0.0018971
0.2,0.4,4.0,1000.0,5.0,0.49089,0.00045238
0.6,0.8,20.0,1000.0,7.5,0.98533,0.0098449
0.2,0.4,20.0,1000.0,5.0,1.0013,0.0017122
0.8,0.2,20.0,100.0,40.0,0.074483,0.0087979
0.8,0.2,20.0,100.0,40.0,0.60818,0.087979
0.8,0.2,20.0,100.0,40.0,0.6488,0.096777
0.8,0.2,20.0,100.0,40.0,0.68621,0.10557
0.8,0.2,20.0,100.0,40.0,0.72072,0.11437
0.8,0.2,20.0,100.0,40.0,0.75227,0.12317
0.8,0.2,20.0,100.0,40.0,0.77961,0.13197
0.8,0.2,20.0,100.0,40.0,0.80468,0.14077
0.8,0.2,20.0,100.0,40.0,0.82611,0.14956
0.8,0.2,20.0,100.0,40.0,0.84483,0.15836
0.8,0.2,20.0,100.0,40.0,0.86003,0.16716
0.8,0.2,20.0,100.0,40.0,0.14784,0.017596
0.8,0.2,20.0,100.0,40.0,0.87522,0.17596
0.8,0.2,20.0,100.0,40.0,0.21896,0.026394
0.8,0.2,20.0,100.0,40.0,0.28667,0.035192
0.8,0.2,20.0,100.0,40.0,0.35034,0.043989
0.8,0.2,20.0,100.0,40.0,0.40978,0.052787
0.8,0.2,20.0,100.0,40.0,0.46501,0.061585
0.8,0.2,20.0,100.0,40.0,0.51648,0.070383
0.8,0.2,20.0,100.0,40.0,0.56412,0.079181
0.2,0.6,20.0,1000.0,5.0,0.11252,8.9397e-05
0.4,0.8,3.0,1000.0,5.0,0.2779,0.000417
0.4,0.8,3.0,1000.0,5.0,1.3016,0.00417
0.4,0.8,3.0,1000.0,5.0,1.3461,0.004587
0.4,0.8,3.0,1000.0,5.0,1.3888,0.005004
0.4,0.8,3.0,1000.0,5.0,1.4266,0.005421
0.4,0.8,3.0,1000.0,5.0,1.4605,0.005838
0.4,0.8,3.0,1000.0,5.0,1.4952,0.006255
